molregno	description	helm_notation	pref_name	chembl_id	structure_type	molecule_type	oral	withdrawn_flag
477333	NULL	PEPTIDE1{R.W.M.V.S.K.I.W.Y}$$$$	NULL	CHEMBL493110	BOTH	Protein	0	0
477334	NULL	PEPTIDE1{I.V.V.R.V.W.V.V.R}$$$$	NULL	CHEMBL501524	BOTH	Protein	0	0
477335	NULL	PEPTIDE1{R.W.I.G.V.I.I.K.Y}$$$$	NULL	CHEMBL454513	BOTH	Protein	0	0
477336	NULL	PEPTIDE1{W.I.R.K.R.S.R.I.F}$$$$	NULL	CHEMBL526555	BOTH	Protein	0	0
477337	NULL	PEPTIDE1{G.W.K.I.L.R.K.R.K}$$$$	NULL	CHEMBL446729	BOTH	Protein	0	0
477338	NULL	PEPTIDE1{Y.Q.R.L.F.V.R.I.R}$$$$	NULL	CHEMBL510607	BOTH	Protein	0	0
477405	NULL	PEPTIDE1{I.R.K.K.R.R.R.W.T}$$$$	NULL	CHEMBL503521	BOTH	Protein	0	0
477406	NULL	PEPTIDE1{I.L.R.V.I.S.K.R.R}$$$$	NULL	CHEMBL525272	BOTH	Protein	0	0
477407	NULL	PEPTIDE1{H.Y.K.F.Q.R.W.I.K}$$$$	NULL	CHEMBL510883	BOTH	Protein	0	0
477408	NULL	PEPTIDE1{R.R.I.R.R.V.R.W.G}$$$$	NULL	CHEMBL446923	BOTH	Protein	0	0
477409	NULL	PEPTIDE1{V.L.V.K.K.R.R.R.R}$$$$	NULL	CHEMBL504125	BOTH	Protein	0	0
477410	NULL	PEPTIDE1{R.W.R.G.I.V.H.I.R}$$$$	NULL	CHEMBL525452	BOTH	Protein	0	0
477411	NULL	PEPTIDE1{W.R.N.R.K.V.V.W.R}$$$$	NULL	CHEMBL525086	BOTH	Protein	0	0
477412	NULL	PEPTIDE1{K.F.W.W.W.N.Y.L.K}$$$$	NULL	CHEMBL507035	BOTH	Protein	0	0
477413	NULL	PEPTIDE1{I.R.R.R.K.K.R.I.K}$$$$	NULL	CHEMBL447123	BOTH	Protein	0	0
477414	NULL	PEPTIDE1{R.K.W.M.G.R.F.L.M}$$$$	NULL	CHEMBL502415	BOTH	Protein	0	0
477415	NULL	PEPTIDE1{R.R.V.Q.R.G.K.W.W}$$$$	NULL	CHEMBL501147	BOTH	Protein	0	0
477416	NULL	PEPTIDE1{W.H.G.V.R.W.W.K.W}$$$$	NULL	CHEMBL508762	BOTH	Protein	0	0
477417	NULL	PEPTIDE1{W.V.R.F.V.Y.R.Y.W}$$$$	NULL	CHEMBL508540	BOTH	Protein	0	0
477418	NULL	PEPTIDE1{R.K.R.T.K.V.T.W.I}$$$$	NULL	CHEMBL445458	BOTH	Protein	0	0
477419	NULL	PEPTIDE1{I.R.R.I.V.R.R.K.I}$$$$	NULL	CHEMBL455515	BOTH	Protein	0	0
477420	NULL	PEPTIDE1{R.S.G.K.K.R.W.R.R}$$$$	NULL	CHEMBL347165	BOTH	Protein	0	0
477421	NULL	PEPTIDE1{G.K.F.Y.K.V.W.V.R}$$$$	NULL	CHEMBL500099	BOTH	Protein	0	0
477422	NULL	PEPTIDE1{S.W.Y.R.T.R.K.R.V}$$$$	NULL	CHEMBL442927	BOTH	Protein	0	0
477423	NULL	PEPTIDE1{K.N.R.G.R.W.F.S.H}$$$$	NULL	CHEMBL504877	BOTH	Protein	0	0
477424	AFRGSRHRM	PEPTIDE1{A.F.R.G.S.R.H.R.M}$$$$	AFRGSRHRM	CHEMBL526513	BOTH	Protein	0	0
477425	NULL	PEPTIDE1{G.R.N.G.W.Y.R.I.N}$$$$	NULL	CHEMBL524876	BOTH	Protein	0	0
477426	NULL	PEPTIDE1{A.G.G.M.R.K.R.T.R}$$$$	NULL	CHEMBL526692	BOTH	Protein	0	0
477427	NULL	PEPTIDE1{A.T.R.K.G.Y.S.K.F}$$$$	NULL	CHEMBL505820	BOTH	Protein	0	0
477428	NULL	PEPTIDE1{S.S.G.V.R.W.S.W.R}$$$$	NULL	CHEMBL450790	BOTH	Protein	0	0
477429	NULL	PEPTIDE1{R.V.W.R.N.G.Y.S.R}$$$$	NULL	CHEMBL505591	BOTH	Protein	0	0
477430	NULL	PEPTIDE1{W.G.R.T.R.W.S.S.R}$$$$	NULL	CHEMBL502949	BOTH	Protein	0	0
477431	NULL	PEPTIDE1{G.K.R.V.W.G.R.G.R}$$$$	NULL	CHEMBL507384	BOTH	Protein	0	0
477432	NULL	PEPTIDE1{S.F.N.W.K.R.S.G.K}$$$$	NULL	CHEMBL442819	BOTH	Protein	0	0
477433	NULL	PEPTIDE1{W.G.R.G.G.W.T.N.R}$$$$	NULL	CHEMBL524357	BOTH	Protein	0	0
477434	NULL	PEPTIDE1{A.N.R.W.G.R.G.I.R}$$$$	NULL	CHEMBL511112	BOTH	Protein	0	0
477435	NULL	PEPTIDE1{W.G.G.H.K.R.R.G.W}$$$$	NULL	CHEMBL510974	BOTH	Protein	0	0
477436	NULL	PEPTIDE1{W.H.G.G.Q.K.W.R.K}$$$$	NULL	CHEMBL452747	BOTH	Protein	0	0
477437	NULL	PEPTIDE1{F.V.W.Q.K.G.T.N.R}$$$$	NULL	CHEMBL506117	BOTH	Protein	0	0
477438	NULL	PEPTIDE1{H.G.V.W.G.N.R.K.R}$$$$	NULL	CHEMBL499958	BOTH	Protein	0	0
477439	NULL	PEPTIDE1{T.R.G.W.S.L.G.T.R}$$$$	NULL	CHEMBL526379	BOTH	Protein	0	0
477440	NULL	PEPTIDE1{G.R.R.V.M.N.Q.K.R}$$$$	NULL	CHEMBL506765	BOTH	Protein	0	0
477441	NULL	PEPTIDE1{R.N.K.F.G.G.N.W.R}$$$$	NULL	CHEMBL525761	BOTH	Protein	0	0
477442	NULL	PEPTIDE1{G.V.R.V.Q.R.N.S.K}$$$$	NULL	CHEMBL506165	BOTH	Protein	0	0
477443	NULL	PEPTIDE1{N.Q.K.W.S.G.R.R.R}$$$$	NULL	CHEMBL498930	BOTH	Protein	0	0
477444	NULL	PEPTIDE1{R.Q.N.G.V.W.R.V.F}$$$$	NULL	CHEMBL525945	BOTH	Protein	0	0
477445	NULL	PEPTIDE1{G.R.M.R.L.W.N.G.R}$$$$	NULL	CHEMBL450587	BOTH	Protein	0	0
477446	NULL	PEPTIDE1{W.H.Y.R.S.Q.V.G.R}$$$$	NULL	CHEMBL500192	BOTH	Protein	0	0
477447	NULL	PEPTIDE1{G.W.N.T.M.G.R.R.W}$$$$	NULL	CHEMBL510019	BOTH	Protein	0	0
477448	NULL	PEPTIDE1{R.R.M.G.N.G.G.F.R}$$$$	NULL	CHEMBL501044	BOTH	Protein	0	0
477449	NULL	PEPTIDE1{S.K.N.V.R.T.W.R.Q}$$$$	NULL	CHEMBL508078	BOTH	Protein	0	0
477450	NULL	PEPTIDE1{A.R.G.R.W.I.N.G.R}$$$$	NULL	CHEMBL499139	BOTH	Protein	0	0
477451	NULL	PEPTIDE1{G.S.R.R.S.V.W.V.F}$$$$	NULL	CHEMBL526008	BOTH	Protein	0	0
477452	NULL	PEPTIDE1{W.S.Q.N.V.R.T.R.I}$$$$	NULL	CHEMBL498950	BOTH	Protein	0	0
477453	NULL	PEPTIDE1{G.M.R.R.W.R.G.K.N}$$$$	NULL	CHEMBL453177	BOTH	Protein	0	0
477454	NULL	PEPTIDE1{R.G.R.T.S.N.W.K.M}$$$$	NULL	CHEMBL503636	BOTH	Protein	0	0
477455	NULL	PEPTIDE1{G.R.R.W.G.M.G.V.R}$$$$	NULL	CHEMBL499509	BOTH	Protein	0	0
477456	NULL	PEPTIDE1{W.G.K.R.R.G.W.N.T}$$$$	NULL	CHEMBL503245	BOTH	Protein	0	0
477457	NULL	PEPTIDE1{A.M.L.G.G.R.Q.W.R}$$$$	NULL	CHEMBL508348	BOTH	Protein	0	0
477458	NULL	PEPTIDE1{Q.R.N.K.G.L.R.H.H}$$$$	NULL	CHEMBL505252	BOTH	Protein	0	0
477459	NULL	PEPTIDE1{A.R.G.K.S.I.K.N.R}$$$$	NULL	CHEMBL507650	BOTH	Protein	0	0
477460	NULL	PEPTIDE1{N.R.R.N.G.Q.M.R.R}$$$$	NULL	CHEMBL502988	BOTH	Protein	0	0
477461	NULL	PEPTIDE1{R.G.R.R.Q.I.G.K.F}$$$$	NULL	CHEMBL506932	BOTH	Protein	0	0
477462	NULL	PEPTIDE1{A.S.K.R.V.G.V.R.N}$$$$	NULL	CHEMBL501410	BOTH	Protein	0	0
477888	NULL	PEPTIDE1{S.P.L.P.E.G.V}$$$$	NULL	CHEMBL509401	BOTH	Protein	0	0
477895	NULL	PEPTIDE1{S.P.A.K.G.G.E.E.P.L.P.E.G.V}$$$$	NULL	CHEMBL504661	BOTH	Protein	0	0
477898	NULL	PEPTIDE1{S.G.R.V.V.P.G.Y.G.H.[A_MeCl]}$$$$	NULL	CHEMBL509167	BOTH	Protein	0	0
477899	NULL	PEPTIDE1{I.W.N.T.L.N.S.G.R.V.V.P.G.T.G.H.[A_MeCl]}$$$$	NULL	CHEMBL499926	BOTH	Protein	0	0
477900	NULL	PEPTIDE1{S.P.M.F.K.G.[V_MeCl]}$$$$	NULL	CHEMBL446844	BOTH	Protein	0	0
477901	NULL	PEPTIDE1{P.V.F.N.T.L.P.M.M.G.K.A.S.P.[V_MeCl]}$$$$	NULL	CHEMBL525017	BOTH	Protein	0	0
477902	NULL	PEPTIDE1{V.F.N.T.L.P.M.M.G.K.A.S.P.[V_MeCl]}$$$$	NULL	CHEMBL503001	BOTH	Protein	0	0
477903	NULL	PEPTIDE1{P.M.M.G.K.A.S.P.[V_MeCl]}$$$$	NULL	CHEMBL447587	BOTH	Protein	0	0
479387	NULL	PEPTIDE1{A.[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL509604	BOTH	Protein	0	0
479388	NULL	PEPTIDE1{A.[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL448403	BOTH	Protein	0	0
479389	NULL	PEPTIDE1{F.[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL504097	BOTH	Protein	0	0
479390	NULL	PEPTIDE1{F.[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL501579	BOTH	Protein	0	0
479391	NULL	PEPTIDE1{[Phe(4-Cl)].[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL510618	BOTH	Protein	0	0
479392	NULL	PEPTIDE1{[Phe(4-Cl)].[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL504723	BOTH	Protein	0	0
479393	NULL	PEPTIDE1{[1-Nal].[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL505358	BOTH	Protein	0	0
479394	NULL	PEPTIDE1{[1-Nal].[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL507406	BOTH	Protein	0	0
479395	NULL	PEPTIDE1{[Nal].[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL452403	BOTH	Protein	0	0
479396	NULL	PEPTIDE1{[Nal].[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL509042	BOTH	Protein	0	0
479397	NULL	PEPTIDE1{[X33].[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL508811	BOTH	Protein	0	0
479398	NULL	PEPTIDE1{[X33].[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL500949	BOTH	Protein	0	0
479399	NULL	PEPTIDE1{[Tic].[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL524855	BOTH	Protein	0	0
479400	NULL	PEPTIDE1{[Tic].[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL509009	BOTH	Protein	0	0
479401	NULL	PEPTIDE1{K.[dPen].F.W.K.Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL501794	BOTH	Protein	0	0
479402	NULL	PEPTIDE1{K.[dPen].F.[dW].[Orn].Y.C.V}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL505288	BOTH	Protein	0	0
480131	CATHELICIDIN	PEPTIDE1{L.L.G.D.F.F.R.K.S.K.E.K.I.G.K.E.F.K.R.I.V.Q.R.I.K.D.F.L.R.N.L.V.P.R.T.E.S}$$$$	CATHELICIDIN	CHEMBL530345	BOTH	Protein	0	0
480755	NULL	PEPTIDE1{R.C.T.K.S.I.P.P.I.C.F.P.D.G}$PEPTIDE1,PEPTIDE1,10:R3-2:R3|PEPTIDE1,PEPTIDE1,14:R2-1:R1$$$	NULL	CHEMBL453539	BOTH	Protein	0	0
480756	NULL	PEPTIDE1{G.R.C.T.K.S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL510894	BOTH	Protein	0	0
480757	NULL	PEPTIDE1{G.R.C.T.F.S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL507317	BOTH	Protein	0	0
480758	NULL	PEPTIDE1{G.R.C.T.[Hph].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL451658	BOTH	Protein	0	0
480759	NULL	PEPTIDE1{G.R.C.T.[Hph].S.I.P.P.I.C.F.P.D.[am]}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL525022	BOTH	Protein	0	0
480760	NULL	PEPTIDE1{G.R.C.T.[X2017].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL453451	BOTH	Protein	0	0
480761	NULL	PEPTIDE1{G.R.C.T.Y.S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL499386	BOTH	Protein	0	0
480762	NULL	PEPTIDE1{G.R.C.T.[4-Pal].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL526892	BOTH	Protein	0	0
480763	NULL	PEPTIDE1{G.R.C.T.[X33].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL505870	BOTH	Protein	0	0
480764	NULL	PEPTIDE1{G.R.C.T.[X3].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL508569	BOTH	Protein	0	0
480765	NULL	PEPTIDE1{G.R.C.T.[Phe(4-NH2)].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL503475	BOTH	Protein	0	0
480766	NULL	PEPTIDE1{G.R.C.T.[Phe(4-Me)].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL510621	BOTH	Protein	0	0
480767	NULL	PEPTIDE1{G.R.C.T.[X162].S.I.P.P.I.C.F.P.D}$PEPTIDE1,PEPTIDE1,11:R3-3:R3$$$	NULL	CHEMBL507588	BOTH	Protein	0	0
481208	(S)-ASN-PHAKELLISTATIN 5	PEPTIDE1{M.A.[lalloI].P.F.N.A}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	(S)-ASN-PHAKELLISTATIN 5	CHEMBL506031	BOTH	Protein	0	0
481209	(R)-ASN-PHAKELLISTATIN 5	PEPTIDE1{M.A.[lalloI].P.F.[dN].A}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	(R)-ASN-PHAKELLISTATIN 5	CHEMBL509165	BOTH	Protein	0	0
481313	CIRCULIN C	PEPTIDE1{G.E.S.C.V.F.[lalloI].P.C.I.T.S.V.A.G.C.S.C.K.S.K.V.C.Y.R.N.G.I.P.C}$PEPTIDE1,PEPTIDE1,30:R3-16:R3|PEPTIDE1,PEPTIDE1,23:R3-9:R3|PEPTIDE1,PEPTIDE1,18:R3-4:R3|PEPTIDE1,PEPTIDE1,30:R2-1:R1$$$	CIRCULIN C	CHEMBL525248	BOTH	Protein	0	0
481314	CIRCULIN D	PEPTIDE1{C.G.E.S.C.V.W.I.P.C.Y.T.S.I.F.N.C.K.C.E.N.K.V.C.Y.H.D.K.I.P}$PEPTIDE1,PEPTIDE1,17:R3-1:R3|PEPTIDE1,PEPTIDE1,19:R3-5:R3|PEPTIDE1,PEPTIDE1,24:R3-10:R3|PEPTIDE1,PEPTIDE1,30:R2-1:R1$$$	CIRCULIN D	CHEMBL448022	BOTH	Protein	0	0
481315	CIRCULIN E	PEPTIDE1{P.C.G.E.S.C.V.W.I.P.C.L.T.S.V.F.N.C.K.C.E.N.K.V.C.Y.H.D.K.I}$PEPTIDE1,PEPTIDE1,18:R3-2:R3|PEPTIDE1,PEPTIDE1,20:R3-6:R3|PEPTIDE1,PEPTIDE1,25:R3-11:R3|PEPTIDE1,PEPTIDE1,30:R2-1:R1$$$	CIRCULIN E	CHEMBL508235	BOTH	Protein	0	0
481316	CIRCULIN F	PEPTIDE1{G.E.S.C.V.W.I.P.C.I.S.A.A.I.G.C.S.C.K.N.K.V.C.Y.R.A.I.P.C}$PEPTIDE1,PEPTIDE1,29:R3-16:R3|PEPTIDE1,PEPTIDE1,18:R3-4:R3|PEPTIDE1,PEPTIDE1,23:R3-9:R3|PEPTIDE1,PEPTIDE1,29:R2-1:R1$$$	CIRCULIN F	CHEMBL527087	BOTH	Protein	0	0
481355	NULL	PEPTIDE1{D.Y.[dW].V.[dW].[dW].K.[am]}$$$$	NULL	CHEMBL507824	BOTH	Protein	0	0
481433	CORDYHEPTAPEPTIDE A	PEPTIDE1{I.L.[Me_dF].P.[Sar].F.[meY]}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	CORDYHEPTAPEPTIDE A	CHEMBL505624	BOTH	Protein	0	0
481993	PHAKELLISTATIN 14	PEPTIDE1{[X157].A.I.P.F.[X711].A}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	PHAKELLISTATIN 14	CHEMBL502751	BOTH	Protein	0	0
482887	VITRI A	PEPTIDE1{G.E.S.C.V.W.I.P.C.I.T.S.A.I.G.C.S.C.K.S.K.V.C.Y.R.N.G.I.P.C}$PEPTIDE1,PEPTIDE1,18:R3-4:R3|PEPTIDE1,PEPTIDE1,23:R3-9:R3|PEPTIDE1,PEPTIDE1,30:R3-16:R3$$$	VITRI A	CHEMBL526697	BOTH	Protein	0	0
482888	NULL	PEPTIDE1{G.E.T.C.V.G.G.T.C.N.T.P.G.C.S.C.S.W.P.V.C.T.R.N.G.L.P.V.C}$PEPTIDE1,PEPTIDE1,16:R3-4:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,29:R3-14:R3$$$	NULL	CHEMBL526529	BOTH	Protein	0	0
482890	CYCLOVIOLACIN O2	PEPTIDE1{G.E.S.C.V.W.I.P.C.I.S.S.A.I.G.C.S.C.K.S.K.V.C.Y.R.N.G.I.P.C}$PEPTIDE1,PEPTIDE1,18:R3-4:R3|PEPTIDE1,PEPTIDE1,23:R3-9:R3|PEPTIDE1,PEPTIDE1,30:R3-16:R3$$$	CYCLOVIOLACIN O2	CHEMBL525223	BOTH	Protein	0	0
482891	NULL	PEPTIDE1{G.E.T.C.V.G.G.T.C.N.T.P.G.C.S.C.S.W.P.V.C.T.R.N.G.L.P.I.C}$PEPTIDE1,PEPTIDE1,16:R3-4:R3|PEPTIDE1,PEPTIDE1,21:R3-9:R3|PEPTIDE1,PEPTIDE1,29:R3-14:R3$$$	NULL	CHEMBL501039	BOTH	Protein	0	0
483932	APAMIN	PEPTIDE1{C.N.C.K.A.P.E.T.A.L.C.A.R.R.C.Q.Q.H.[am]}$PEPTIDE1,PEPTIDE1,11:R3-1:R3|PEPTIDE1,PEPTIDE1,15:R3-3:R3$$$	APAMIN	CHEMBL525408	BOTH	Protein	0	0
484134	PHAKELLISTATIN 1	PEPTIDE1{F.P.Y.P.I.P.I}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	PHAKELLISTATIN 1	CHEMBL499828	BOTH	Protein	0	0
485002	NULL	PEPTIDE1{[ac].F.G.A.[L_MeCl]}$$$$	NULL	CHEMBL485282	BOTH	Protein	0	0
485014	NULL	PEPTIDE1{[ac].A.A.F.[T_MeCl]}$$$$	NULL	CHEMBL490770	BOTH	Protein	0	0
485015	NULL	PEPTIDE1{[ac].G.G.A.[F_MeCl]}$$$$	NULL	CHEMBL490977	BOTH	Protein	0	0
485130	NULL	PEPTIDE1{G.T.F.R.S.S.I.R.R.L.S.T.R.R.R.Y}$$$$	NULL	CHEMBL506220	BOTH	Protein	0	0
485161	YTASARGDLAHLTTTHARHL	PEPTIDE1{Y.T.A.S.A.R.G.D.L.A.H.L.T.T.T.H.A.R.H.L}$$$$	YTASARGDLAHLTTTHARHL	CHEMBL507780	BOTH	Protein	0	0
485162	NULL	PEPTIDE1{N.A.V.P.N.L.R.G.D.L.Q.V.L.A.Q.K.V.A.R.T}$$$$	NULL	CHEMBL446897	BOTH	Protein	0	0
485163	GFTTGRRGDLATIHGMNRPF	PEPTIDE1{G.F.T.T.G.R.R.G.D.L.A.T.I.H.G.M.N.R.P.F}$$$$	GFTTGRRGDLATIHGMNRPF	CHEMBL526119	BOTH	Protein	0	0
485164	NULL	PEPTIDE1{N.A.V.P.N.L.R.G.D.L.Q.[dV].L.A.Q.K.[dV].A.R.T}$$$$	NULL	CHEMBL505222	BOTH	Protein	0	0
485204	NULL	PEPTIDE1{[dR].P.K.P.[dF].Q.[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL501261	BOTH	Protein	0	0
485205	NULL	PEPTIDE1{[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL450217	BOTH	Protein	0	0
485206	NULL	PEPTIDE1{K.[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL506986	BOTH	Protein	0	0
485207	NULL	PEPTIDE1{R.[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL500703	BOTH	Protein	0	0
485208	NULL	PEPTIDE1{H.[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL502208	BOTH	Protein	0	0
485209	NULL	PEPTIDE1{D.[dP].[dR].[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL507636	BOTH	Protein	0	0
485210	NULL	PEPTIDE1{D.[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL449590	BOTH	Protein	0	0
485211	NULL	PEPTIDE1{A.[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL509976	BOTH	Protein	0	0
485212	NULL	PEPTIDE1{Q.[dW].F.[dW].L.L.[am]}$$$$	NULL	CHEMBL499371	BOTH	Protein	0	0
485213	NULL	PEPTIDE1{[dW].F.[dW].A.A.[am]}$$$$	NULL	CHEMBL447444	BOTH	Protein	0	0
485214	NULL	PEPTIDE1{[dW].F.[dW].G.G.[am]}$$$$	NULL	CHEMBL444131	BOTH	Protein	0	0
485215	GHRELIN	PEPTIDE1{R.G.[X123].S.F.L.S.P.E.H.Q.K.A.Q.Q.R.K.E.S.K.K.P.P.A.K.L.Q.P}$$$$	GHRELIN	CHEMBL500468	BOTH	Protein	0	0
485274	NULL	PEPTIDE1{K.I.L.R.G.V.S.K.K.I.M.R.T.F.L.R.R.I.S.K.D.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL525456	BOTH	Protein	0	0
485275	NULL	PEPTIDE1{K.I.L.R.G.V.S.K.K.I.M.R.T.F.L.R.R.I.S.K.D.I.L.T.G.K.K}$$$$	NULL	CHEMBL526888	BOTH	Protein	0	0
485276	NULL	PEPTIDE1{K.I.L.R.G.V.S.K.K.I.M.R.T.F.L.R.R.[am]}$$$$	NULL	CHEMBL506651	BOTH	Protein	0	0
485277	NULL	PEPTIDE1{K.K.I.M.R.T.F.L.R.R.[am]}$$$$	NULL	CHEMBL500376	BOTH	Protein	0	0
485278	NULL	PEPTIDE1{K.K.I.M.R.T.F.L.R.R.I.S.K.D.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL525612	BOTH	Protein	0	0
485279	NULL	PEPTIDE1{K.K.I.M.R.T.F.L.R.R.I.S.K.K.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL499713	BOTH	Protein	0	0
485280	NULL	PEPTIDE1{K.I.S.K.K.I.M.R.T.F.L.R.R.I.S.K.D.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL526871	BOTH	Protein	0	0
485281	NULL	PEPTIDE1{K.I.L.R.G.V.S.K.K.I.M.R.R.I.S.K.D.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL444155	BOTH	Protein	0	0
485282	NULL	PEPTIDE1{K.I.L.G.V.S.K.K.I.M.R.R.I.S.K.D.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL450525	BOTH	Protein	0	0
485283	NULL	PEPTIDE1{K.I.L.R.G.V.S.K.K.I.M.R.T.F.L.R.R.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL505940	BOTH	Protein	0	0
485284	NULL	PEPTIDE1{K.I.S.K.K.I.M.R.T.F.L.R.R.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL511053	BOTH	Protein	0	0
485285	NULL	PEPTIDE1{K.I.L.R.G.V.S.K.K.I.M.R.R.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL527050	BOTH	Protein	0	0
485286	RILRGVSRRIM RR ILTGRR	PEPTIDE1{R.I.L.R.G.V.S.R.R.I.M.R.R.I.L.T.G.R.R.[am]}$$$$	RILRGVSRRIM RR ILTGRR	CHEMBL506872	BOTH	Protein	0	0
485287	NULL	PEPTIDE1{K.I.L.R.G.V.S.K.R.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL510047	BOTH	Protein	0	0
485288	NULL	PEPTIDE1{K.I.L.G.V.S.K.R.I.L.T.G.K.K.[am]}$$$$	NULL	CHEMBL509637	BOTH	Protein	0	0
485289	NULL	PEPTIDE1{K.I.S.K.K.I.M.R.T.F.L.R.R.[am]}$$$$	NULL	CHEMBL500000	BOTH	Protein	0	0
485290	NULL	PEPTIDE1{K.I.S.K.R.I.L.T.G.K.K}$$$$	NULL	CHEMBL509442	BOTH	Protein	0	0
485291	NULL	PEPTIDE1{I.S.K.R.I.L.T.G.K.K}$$$$	NULL	CHEMBL451146	BOTH	Protein	0	0
485327	NULL	PEPTIDE1{C.R.A.T.K.M.L}$$$$	NULL	CHEMBL501525	BOTH	Protein	0	0
485349	NULL	PEPTIDE1{[ac].D.K.W.K.A.V.Y.D.K.F.A.E.A.F.K.E.F.L.[am]}$$$$	NULL	CHEMBL524541	BOTH	Protein	0	0
485350	NULL	PEPTIDE1{[ac].D.W.L.K.A.F.Y.D.K.V.A.E.K.F.K.E.A.F.[am]}$$$$	NULL	CHEMBL500481	BOTH	Protein	0	0
485730	NULL	PEPTIDE1{P.A.K}$$$$	NULL	CHEMBL493223	BOTH	Protein	0	0
